2019-08-25 10:49:26,b'Live Streaming Final Kejuaraan Dunia Bulutangkis 2019 https://t.co/3pWXmT9Bns'
2019-08-25 10:38:34,"b""Hanung Kenang Pram Sempat Tolak Rencana Film 'Bumi Manusia' https://t.co/xNneuJKHX3"""
2019-08-25 10:38:34,"b'Mahathir Soal Gojek: Jika Merasa Tak Aman, Jangan Gunakan https://t.co/1ZSxlh2ALb'"
2019-08-25 10:31:16,b'Live Streaming Trans7 MotoGP Inggris 2019\nhttps://t.co/1wN41EqQFq'
2019-08-25 09:00:00,b'Perkenalan Hanung Bramantyo dengan karya Pramoedya Ananta Toer bertajuk #BumiManusia terjadi tak sengaja. Menurutny\xe2\x80\xa6 https://t.co/CjB8q8vgGH'
2019-08-25 09:00:00,"b'Dapatkan berita dan analisis terkini seputar isu internasional dari kawasan ASEAN, Asia Pasifik, Timur Tengah, hing\xe2\x80\xa6 https://t.co/6J4uEa5z16'"
2019-08-25 09:00:00,b'Terdapat 72.843 titik api di Hutan #Amazon. Brasil. Kebakaran lahan ini menembus rekor terparah sepanjang tahun. Be\xe2\x80\xa6 https://t.co/EjsQLJ7WVu'
2019-08-25 08:38:21,"b'Bertemu Pertama di G7, Boris Bujuk Trump Ubah Aturan Dagang https://t.co/8mvrC594D1'"
2019-08-25 08:28:20,b'TNI Skorsing Danramil Tambaksari Imbas Insiden Asrama Papua https://t.co/r97CmRlK0i'
2019-08-25 08:20:19,b'Marquez Tantang Hamilton Duel F1 dan MotoGP https://t.co/KTKVSAznDP'
2019-08-25 08:14:18,b'VIDEO: Trump Minta Pengusaha AS Hentikan Produksi di China https://t.co/3VVZkmIEEp'
2019-08-25 08:07:18,"b'Usai Bentrok, Pedemo Kembali Berkumpul di Hong Kong https://t.co/wKwpFqu6b2'"
2019-08-25 07:57:40,"b'Pertemuan para pemimpin negara #G7 di Bayonne, Perancis, 24 Agustus 2019, diwarnai aksi protes oleh kelompok anti-G\xe2\x80\xa6 https://t.co/utR4DlV1E0'"
2019-08-25 07:57:18,"b'Sakit Jantung, Eks Laskar Jihad Jafar Umar Thalib Tutup Usia https://t.co/TS8v5mWrqm'"
2019-08-25 07:51:17,"b'5 Video Musik Pilihan Pekan Ini, Taylor Swift https://t.co/nVqZI00N3y'"
